0;606650
1;204318
2;579244
3;606650
4;964282
5;579244
6;964282
7;683894
8;914978
9;204318
10;176623
11;964282
12;964282
13;176623
14;176623
15;632717
16;632717
17;632717
18;683894
19;204318
20;964282
21;632717
22;160257
23;914978
24;914978
25;385105
26;204318
27;964282
28;914978
29;914978
30;176623
31;632717
32;176623
33;385105
34;160257
35;914978
36;964282
37;160257
38;204318
39;385105
40;385105
41;579244
42;176623
43;964282
44;683894
45;964282
46;176623
47;160257
48;176623
49;204318
50;632717
51;914978
52;176623
53;176623
54;914978
55;964282
56;914978
57;606650
58;160257
59;160257
60;385105
61;606650
62;579244
63;632717
64;160257
65;632717
66;579244
67;683894
68;160257
69;964282
70;606650
71;204318
72;204318
73;160257
74;683894
75;632717
76;683894
77;683894
78;176623
79;632717
80;204318
81;579244
82;606650
83;204318
84;606650
85;385105
86;579244
87;385105
88;632717
89;606650
90;385105
91;606650
92;385105
93;964282
94;964282
95;160257
96;160257
97;385105
98;385105
99;683894
100;914978
101;632717
102;385105
103;606650
104;683894
105;176623
106;632717
107;176623
108;683894
109;385105
110;160257
111;632717
112;606650
113;176623
114;683894
115;385105
116;914978
117;606650
118;204318
119;385105
120;606650
121;385105
122;579244
123;176623
124;683894
125;606650
126;683894
127;385105
128;914978
129;683894
130;606650
131;606650
132;176623
133;385105
134;160257
135;683894
136;964282
137;579244
138;579244
139;683894
140;632717
141;606650
142;606650
143;914978
144;632717
145;632717
146;160257
147;606650
148;204318
149;160257
150;579244
151;606650
152;914978
153;683894
154;160257
155;964282
156;632717
157;632717
158;606650
159;204318
160;683894
161;160257
162;914978
163;914978
164;579244
165;579244
166;579244
167;606650
168;176623
169;683894
170;579244
171;683894
172;606650
173;579244
174;964282
175;204318
176;683894
177;579244
178;579244
179;914978
180;606650
181;204318
182;579244
183;160257
184;204318
185;606650
186;683894
187;914978
188;606650
189;914978
190;914978
191;160257
192;176623
193;914978
194;176623
195;176623
196;385105
197;176623
198;385105
199;160257
200;632717
201;632717
202;632717
203;176623
204;964282
205;683894
206;385105
207;683894
208;632717
209;160257
210;914978
211;579244
212;606650
213;579244
214;632717
215;579244
216;176623
217;606650
218;632717
219;914978
220;160257
221;632717
222;579244
223;176623
224;632717
225;579244
226;160257
227;579244
228;176623
229;176623
230;579244
231;385105
232;683894
233;204318
234;160257
235;632717
236;683894
237;385105
238;606650
239;606650
240;964282
241;606650
242;579244
243;632717
244;683894
245;606650
246;204318
247;683894
248;160257
249;964282
250;204318
251;914978
252;632717
253;204318
254;579244
255;964282
256;176623
257;176623
258;632717
259;683894
260;632717
261;176623
262;914978
263;204318
264;683894
265;683894
266;683894
267;964282
268;683894
269;204318
270;385105
271;160257
272;176623
273;579244
274;204318
275;579244
276;964282
277;606650
278;176623
279;160257
280;632717
281;914978
282;606650
283;160257
284;683894
285;964282
286;160257
287;385105
288;964282
289;579244
290;176623
291;683894
292;176623
293;964282
294;964282
295;160257
296;385105
297;914978
298;683894
299;683894
300;176623
301;385105
302;579244
303;606650
304;964282
305;204318
306;385105
307;606650
308;964282
309;385105
310;964282
311;606650
312;385105
313;914978
314;385105
315;204318
316;964282
317;579244
318;176623
319;964282
320;204318
321;964282
322;176623
323;632717
324;204318
325;204318
326;914978
327;579244
328;204318
329;632717
330;176623
331;606650
332;204318
333;204318
334;176623
335;914978
336;606650
337;579244
338;683894
339;632717
340;385105
341;632717
342;914978
343;176623
344;176623
345;579244
346;632717
347;579244
348;683894
349;160257
350;606650
351;632717
352;964282
353;204318
354;160257
355;385105
356;160257
357;160257
358;176623
359;160257
360;160257
361;579244
362;385105
363;385105
364;914978
365;385105
366;683894
367;964282
368;914978
369;683894
370;579244
371;204318
372;914978
373;204318
374;385105
375;160257
376;683894
377;204318
378;632717
379;683894
380;385105
381;176623
382;632717
383;914978
384;683894
385;964282
386;385105
387;385105
388;176623
389;385105
390;683894
391;964282
392;160257
393;579244
394;964282
395;160257
396;964282
397;160257
398;204318
399;204318
400;579244
401;579244
402;385105
403;176623
404;683894
405;204318
406;683894
407;683894
408;632717
409;204318
410;683894
411;964282
412;632717
413;914978
414;964282
415;914978
416;683894
417;683894
418;632717
419;683894
420;160257
421;160257
422;632717
423;683894
424;176623
425;914978
426;204318
427;160257
428;579244
429;160257
430;385105
431;914978
432;964282
433;385105
434;579244
435;176623
436;579244
437;579244
438;176623
439;914978
440;683894
441;683894
442;385105
443;204318
444;160257
445;385105
446;160257
447;632717
448;632717
449;176623
450;204318
451;385105
452;204318
453;632717
454;160257
455;914978
456;914978
457;632717
458;964282
459;632717
460;160257
461;385105
462;160257
463;385105
464;160257
465;683894
466;579244
467;160257
468;176623
469;579244
470;176623
471;160257
472;204318
473;176623
474;176623
475;964282
476;632717
477;176623
478;964282
479;385105
480;160257
481;204318
482;632717
483;606650
484;606650
485;632717
486;579244
487;579244
488;204318
489;606650
490;176623
491;385105
492;964282
493;579244
494;579244
495;632717
496;632717
497;964282
498;606650
499;579244
500;964282
501;964282
502;204318
503;160257
504;606650
505;204318
506;385105
507;579244
508;385105
509;964282
510;160257
511;632717
512;683894
513;683894
514;385105
515;914978
516;204318
517;964282
518;683894
519;914978
520;579244
521;204318
522;914978
523;964282
524;914978
525;204318
526;632717
527;914978
528;632717
529;385105
530;632717
531;606650
532;204318
533;204318
534;176623
535;683894
536;176623
537;964282
538;964282
539;160257
540;160257
541;160257
542;964282
543;914978
544;385105
545;632717
546;204318
547;914978
548;606650
549;176623
550;964282
551;204318
552;964282
553;176623
554;914978
555;385105
556;160257
557;606650
558;579244
559;204318
560;204318
561;964282
562;683894
563;914978
564;579244
565;204318
566;914978
567;385105
568;160257
569;632717
570;632717
571;385105
572;385105
573;204318
574;579244
575;632717
576;160257
577;914978
578;683894
579;914978
580;632717
581;683894
582;683894
583;385105
584;579244
585;606650
586;964282
587;632717
588;160257
589;579244
590;964282
591;176623
592;964282
593;914978
594;385105
595;914978
596;204318
597;579244
598;632717
599;204318
600;606650
601;606650
602;914978
603;606650
604;176623
605;204318
606;964282
607;579244
608;160257
609;160257
610;632717
611;579244
612;964282
613;204318
614;606650
615;683894
616;632717
617;606650
618;606650
619;385105
620;176623
621;683894
622;964282
623;632717
624;606650
625;606650
626;579244
627;160257
628;632717
629;204318
630;632717
631;606650
632;204318
633;160257
634;964282
635;385105
636;914978
637;160257
638;176623
639;204318
640;632717
641;176623
642;176623
643;385105
644;385105
645;964282
646;176623
647;385105
648;176623
649;204318
650;204318
651;632717
652;964282
653;914978
654;683894
655;176623
656;204318
657;160257
658;579244
659;606650
660;160257
661;176623
662;683894
663;204318
664;160257
665;606650
666;683894
667;176623
668;385105
669;632717
670;385105
671;204318
672;385105
673;385105
674;176623
675;204318
676;204318
677;606650
678;606650
679;964282
680;964282
681;964282
682;176623
683;579244
684;176623
685;579244
686;606650
687;385105
688;385105
689;385105
690;176623
691;579244
692;683894
693;176623
694;204318
695;606650
696;176623
697;204318
698;579244
699;914978
700;160257
701;204318
702;579244
703;683894
704;914978
705;914978
706;176623
707;683894
708;204318
709;160257
710;606650
711;632717
712;914978
713;632717
714;683894
715;204318
716;579244
717;632717
718;160257
719;579244
720;385105
721;914978
722;964282
723;683894
724;160257
725;579244
726;632717
727;632717
728;964282
729;683894
730;632717
731;964282
732;204318
733;579244
734;683894
735;683894
736;160257
737;385105
738;632717
739;176623
740;606650
741;204318
742;204318
743;579244
744;914978
745;683894
746;964282
747;632717
748;914978
749;176623
750;204318
751;176623
752;964282
753;683894
754;632717
755;176623
756;579244
757;385105
758;606650
759;964282
760;160257
761;204318
762;160257
763;964282
764;579244
765;964282
766;385105
767;632717
768;160257
769;579244
770;606650
771;964282
772;160257
773;914978
774;579244
775;160257
776;914978
777;964282
778;683894
779;964282
780;964282
781;914978
782;632717
783;160257
784;964282
785;385105
786;176623
787;385105
788;914978
789;176623
790;606650
791;579244
792;606650
793;204318
794;606650
795;914978
796;385105
797;204318
798;385105
799;683894
800;606650
801;683894
802;160257
803;683894
804;964282
805;632717
806;606650
807;160257
808;914978
809;914978
810;964282
811;914978
812;160257
813;385105
814;204318
815;204318
816;385105
817;606650
818;914978
819;176623
820;632717
821;385105
822;914978
823;579244
824;632717
825;176623
826;606650
827;204318
828;964282
829;160257
830;964282
831;579244
832;964282
833;632717
834;606650
835;964282
836;964282
837;632717
838;632717
839;914978
840;176623
841;204318
842;385105
843;204318
844;632717
845;964282
846;385105
847;204318
848;176623
849;683894
850;683894
851;606650
852;964282
853;914978
854;914978
855;964282
856;160257
857;964282
858;683894
859;606650
860;385105
861;385105
862;914978
863;606650
864;606650
865;176623
866;632717
867;160257
868;160257
869;606650
870;683894
871;964282
872;632717
873;914978
874;632717
875;385105
876;964282
877;964282
878;632717
879;632717
880;579244
881;385105
882;385105
883;176623
884;385105
885;964282
886;964282
887;683894
888;385105
889;683894
890;964282
891;964282
892;683894
893;204318
894;683894
895;160257
896;579244
897;683894
898;683894
899;176623
900;914978
901;579244
902;606650
903;683894
904;964282
905;632717
906;385105
907;160257
908;914978
909;160257
910;579244
911;204318
912;914978
913;964282
914;683894
915;385105
916;683894
917;385105
918;385105
919;964282
920;606650
921;204318
922;606650
923;176623
924;964282
925;385105
926;204318
927;683894
928;632717
929;964282
930;964282
931;160257
932;914978
933;914978
934;914978
935;160257
936;176623
937;176623
938;579244
939;683894
940;632717
941;160257
942;385105
943;914978
944;204318
945;385105
946;914978
947;385105
948;385105
949;160257
950;632717
951;160257
952;632717
953;176623
954;579244
955;914978
956;914978
957;632717
