0;460565
1;65538
2;65538
3;83081
4;609892
5;192268
6;730126
7;460565
8;609892
9;460565
10;12132
11;460565
12;25229
13;25229
14;83081
15;65538
16;638875
17;609892
18;12132
19;730126
20;460565
21;65538
22;192268
23;65538
24;460565
25;83081
26;609892
27;609892
28;609892
29;95884
30;730126
31;638875
32;609892
33;609892
34;83081
35;65538
36;192268
37;25229
38;730126
39;25229
40;730126
41;609892
42;65538
43;65538
44;12132
45;638875
46;83081
47;460565
48;83081
49;730126
50;95884
51;192268
52;192268
53;460565
54;609892
55;12132
56;12132
57;460565
58;65538
59;460565
60;95884
61;95884
62;192268
63;192268
64;95884
65;730126
66;65538
67;65538
68;192268
69;192268
70;460565
71;95884
72;192268
73;65538
74;609892
75;65538
76;25229
77;638875
78;192268
79;638875
80;12132
81;95884
82;730126
83;638875
84;95884
85;12132
86;192268
87;12132
88;25229
89;12132
90;192268
91;95884
92;83081
93;83081
94;638875
95;12132
96;192268
97;460565
98;460565
99;638875
100;460565
101;95884
102;609892
103;12132
104;25229
105;638875
106;192268
107;25229
108;83081
109;65538
110;83081
111;83081
112;95884
113;25229
114;12132
115;638875
116;83081
117;25229
118;25229
119;83081
120;192268
121;192268
122;609892
123;609892
124;25229
125;460565
126;609892
127;460565
128;83081
129;638875
130;609892
131;730126
132;638875
133;192268
134;460565
135;65538
136;25229
137;730126
138;83081
139;83081
140;25229
141;95884
142;609892
143;95884
144;460565
145;609892
146;95884
147;192268
148;460565
149;638875
150;95884
151;65538
152;25229
153;83081
154;192268
155;25229
156;730126
157;192268
158;83081
159;730126
160;609892
161;638875
162;609892
163;83081
164;730126
165;83081
166;95884
167;609892
168;460565
169;460565
170;83081
171;95884
172;638875
173;609892
174;83081
175;95884
176;192268
177;95884
178;609892
179;65538
180;83081
181;12132
182;609892
183;730126
184;609892
185;12132
186;460565
187;25229
188;25229
189;460565
190;12132
191;95884
192;730126
193;95884
194;25229
195;609892
196;609892
197;65538
198;730126
199;83081
200;25229
201;12132
202;638875
203;460565
204;25229
205;12132
206;192268
207;65538
208;638875
209;25229
210;65538
211;12132
212;95884
213;638875
214;25229
215;65538
216;95884
217;460565
218;25229
219;638875
220;95884
221;83081
222;83081
223;12132
224;638875
225;12132
226;460565
227;609892
228;95884
229;25229
230;83081
231;12132
232;25229
233;12132
234;25229
235;638875
236;192268
237;65538
238;192268
239;192268
240;83081
241;83081
242;83081
243;638875
244;460565
245;730126
246;730126
247;460565
248;730126
249;730126
250;609892
251;83081
252;83081
253;460565
254;25229
255;192268
256;638875
257;730126
258;730126
259;83081
260;460565
261;638875
262;83081
263;638875
264;65538
265;83081
266;730126
267;609892
268;638875
269;25229
270;730126
271;83081
272;12132
273;460565
274;83081
275;83081
276;192268
277;460565
278;95884
279;460565
280;95884
281;460565
282;730126
283;730126
284;95884
285;192268
286;460565
287;609892
288;12132
289;25229
290;609892
291;25229
292;609892
293;12132
294;25229
295;638875
296;192268
297;12132
298;12132
299;65538
300;65538
301;638875
302;609892
303;609892
304;609892
305;638875
306;12132
307;192268
308;609892
309;638875
310;95884
311;638875
312;65538
313;460565
314;730126
315;730126
316;460565
317;12132
318;83081
319;65538
320;95884
321;638875
322;192268
323;638875
324;192268
325;460565
326;83081
327;95884
328;609892
329;192268
330;12132
331;83081
332;65538
333;25229
334;730126
335;83081
336;65538
337;460565
338;65538
339;65538
340;460565
341;65538
342;638875
343;192268
344;609892
345;12132
346;25229
347;65538
348;12132
349;83081
350;95884
351;192268
352;192268
353;460565
354;609892
355;609892
356;638875
357;95884
358;730126
359;638875
360;638875
361;460565
362;460565
363;192268
364;638875
365;192268
366;12132
367;638875
368;25229
369;12132
370;730126
371;65538
372;730126
373;65538
374;460565
375;25229
376;25229
377;638875
378;83081
379;95884
380;83081
381;730126
382;730126
383;638875
384;95884
385;609892
386;65538
387;12132
388;730126
389;25229
390;25229
391;460565
392;25229
393;192268
394;25229
395;65538
396;638875
397;65538
398;95884
399;25229
400;12132
401;638875
402;83081
403;95884
404;460565
405;12132
406;65538
407;638875
408;65538
409;638875
410;460565
411;12132
412;460565
413;609892
414;65538
415;192268
416;730126
417;192268
418;25229
419;83081
420;83081
421;460565
422;609892
423;83081
424;192268
425;460565
426;83081
427;25229
428;83081
429;25229
430;460565
431;730126
432;460565
433;638875
434;25229
435;730126
436;460565
437;95884
438;95884
439;192268
440;638875
441;609892
442;95884
443;192268
444;460565
445;95884
446;192268
447;460565
448;460565
449;460565
450;65538
451;95884
452;609892
453;638875
454;25229
455;12132
456;95884
457;25229
458;460565
459;83081
460;638875
461;83081
462;460565
463;12132
464;95884
465;65538
466;95884
467;65538
468;460565
469;730126
470;609892
471;638875
472;65538
473;95884
474;192268
475;65538
476;25229
477;730126
478;83081
479;638875
480;638875
481;460565
482;460565
483;192268
484;65538
485;25229
486;638875
487;730126
488;25229
489;95884
490;12132
491;460565
492;460565
493;12132
494;95884
495;65538
496;460565
497;12132
498;25229
499;730126
500;83081
501;730126
502;83081
503;609892
504;12132
505;65538
506;95884
507;83081
508;65538
509;83081
510;83081
511;730126
512;609892
513;25229
514;65538
515;83081
516;12132
517;12132
518;730126
519;95884
520;12132
521;25229
522;65538
523;730126
524;609892
525;12132
526;609892
527;95884
528;12132
529;609892
530;638875
531;460565
532;730126
533;609892
534;95884
535;460565
536;192268
537;83081
538;12132
539;609892
540;25229
541;25229
542;12132
543;95884
544;609892
545;730126
546;65538
547;83081
548;730126
549;638875
550;730126
551;609892
552;25229
553;95884
554;192268
555;730126
556;25229
557;192268
558;192268
559;25229
560;609892
561;730126
562;83081
563;609892
564;95884
565;192268
566;638875
567;65538
568;609892
569;65538
570;192268
571;638875
572;460565
573;83081
574;638875
575;730126
576;65538
577;12132
578;609892
579;65538
580;65538
581;638875
582;609892
583;192268
584;730126
585;730126
586;12132
587;25229
588;192268
589;609892
590;65538
591;609892
592;95884
593;65538
594;192268
595;83081
596;65538
597;25229
598;609892
599;83081
600;83081
601;460565
602;460565
603;192268
604;460565
605;25229
606;609892
607;95884
608;192268
609;609892
610;730126
611;638875
